2020-04-23 15:21:17 INFO  NetworkConfig:422 - writing properties to file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:21:27 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:21:27 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:21:27 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:21:27 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:21:27 INFO  CoapServer:207 - Starting server
2020-04-23 16:21:27 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:21:27 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:21:27 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:33:04 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:33:06 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:33:06 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:33:06 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:33:06 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:33:06 INFO  CoapServer:207 - Starting server
2020-04-23 16:33:06 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:33:06 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:33:06 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:34:10 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:34:11 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:34:11 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:34:11 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:34:11 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:34:11 INFO  CoapServer:207 - Starting server
2020-04-23 16:34:11 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:34:11 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:34:11 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:40:05 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:40:06 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:40:06 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:40:06 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:40:06 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:40:06 INFO  CoapServer:207 - Starting server
2020-04-23 16:40:06 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:40:06 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:40:06 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:46:03 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:46:05 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:46:05 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:46:05 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:46:05 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:46:05 INFO  CoapServer:207 - Starting server
2020-04-23 16:46:05 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:46:05 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:46:05 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:47:14 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:47:15 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:47:15 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:47:15 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:47:15 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:47:15 INFO  CoapServer:207 - Starting server
2020-04-23 16:47:15 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:47:15 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:47:15 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:48:02 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:48:03 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:48:03 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:48:03 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:48:03 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:48:03 INFO  CoapServer:207 - Starting server
2020-04-23 16:48:03 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:48:03 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:48:03 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:49:42 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:49:43 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:49:43 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:49:43 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:49:43 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:49:43 INFO  CoapServer:207 - Starting server
2020-04-23 16:49:43 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:49:43 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8055, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:49:43 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8055
2020-04-23 16:56:51 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:56:52 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:56:53 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:56:53 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:56:53 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:56:53 INFO  CoapServer:207 - Starting server
2020-04-23 16:56:53 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:56:53 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8037, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:56:53 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8037
2020-04-23 16:58:31 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:58:32 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:58:32 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:58:32 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:58:32 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:58:32 INFO  CoapServer:207 - Starting server
2020-04-23 16:58:32 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:58:32 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8037, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:58:33 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8037
2020-04-23 16:58:50 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 16:58:51 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 16:58:51 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 16:58:51 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 16:58:51 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 16:58:51 INFO  CoapServer:207 - Starting server
2020-04-23 16:58:51 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 16:58:51 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8048, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 16:58:51 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8048
2020-04-23 17:01:15 INFO  CoapResource:722 - successfully established observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (Exchange[R1], size 1)
2020-04-23 17:01:30 INFO  NetworkConfig:372 - loading properties from file C:\Didattica2018Work\iss2020LabBo\it.unibo.demoxxx\Californium.properties
2020-04-23 17:01:31 INFO  RandomTokenGenerator:55 - using tokens of 8 bytes in length
2020-04-23 17:01:31 INFO  CoapEndpoint:423 - CoapEndpoint uses udp plain
2020-04-23 17:01:31 INFO  BlockwiseLayer:207 - BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=512, BLOCKWISE_STATUS_LIFETIME=300000 and MAX_RESOURCE_BODY_SIZE=8192
2020-04-23 17:01:31 INFO  ReliabilityLayer:83 - ReliabilityLayer uses ACK_TIMEOUT=2000, ACK_RANDOM_FACTOR=1.5, and ACK_TIMEOUT_SCALE=2.0
2020-04-23 17:01:31 INFO  CoapServer:207 - Starting server
2020-04-23 17:01:31 INFO  UDPConnector:161 - UDPConnector starts up 4 sender threads and 4 receiver threads
2020-04-23 17:01:31 INFO  UDPConnector:187 - UDPConnector listening on 0.0.0.0/0.0.0.0:8048, recv buf = 65536, send buf = 65536, recv packet size = 2048
2020-04-23 17:01:31 INFO  CoapEndpoint:485 - Started endpoint at coap://0.0.0.0:8048
2020-04-23 17:02:36 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R2], size 1)
2020-04-23 17:03:38 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R3], size 1)
2020-04-23 17:04:40 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R4], size 1)
2020-04-23 17:05:42 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R5], size 1)
2020-04-23 17:06:44 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R6], size 1)
2020-04-23 17:07:46 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R7], size 1)
2020-04-23 17:08:48 INFO  CoapResource:719 - replacing observe relation between /127.0.0.1:59935#[6b2ec1c57bc8865b] and resource /ctxcoapdemo/actorcoap (new Exchange[R8], size 1)
